Query >939	 [np] 不禁/d [vp] 
5	 [vp] 不/d [advp] [pp] 
25	 r a 不知所措/v 
5	 r [advp] a [vp] 不/d [vp] 
31	 r [advp] a u 不/d [vp] 
5	 [np] [vp] 不要/d [vp] 
5	 p 不/d u p [vp] 
5	 r [advp] [vp] 不/d a r 
5	 不知/v [vp] c [np] 
5	 r [advp] 不/d p f 
5	 [vp] 不必/d y 
5	 m [np] 不错/a 
5	 不禁/d b y 
20	 不着边际/l u [np] 
5	 c [np] 不/d g [np] 
5	 s 不禁/d [vp] 
25	 r [advp] m t 不/d [vp] 
5	 r 不耐烦/a [np] 
5	 r 不甘寂寞/v 
5	 r 不用/d [advp] [vp] y 
5	 r 不至于/d [vp] 
5	 [advp] [vp] [advp] [vp] 不/d u 
33	 r [advp] 不/d p s [np] 
21	 c [advp] 不便/a [advp] [vp] 
5	 不/d [vp] o 
5	 [vp] [qp] 不知/v [np] 
5	 [vp] 不/d u m t y 
5	 c [vp] t 不/d [vp] 
79	 [np] [vp] [advp] [vp] 不/d [vp] y 
5	 [advp] 不/d a [advp] 不/d a 
5	 r s 不/d [vp] y 
5	 r 不断/d p [vp] 
293	 r s [vp] 不/d [vp] a 
5	 r [advp] [vp] [advp] 不/d [vp] [qp] 
977	 r [advp] [vp] 不/d g y 
5	 [vp] [pp] 不好/a 
19	 不必/d r a y 
12	 [np] f u [np] [vp] 不/d [vp] 
25	 r 不/d p r [advp] [vp] y 
183	 r 不/d [vp] p [vp] y y 
5	 r [advp] [vp] 不过/u y 
5	 [advp] p [vp] 不/d [np] 
96	 r [advp] 不安/a u [vp] 
5	 [advp] 不约而同/l u [vp] 
5	 a r 不再/d [vp] 
5	 r [advp] 不/d p r y 
10	 不免/d [vp] a 
5	 r c 不/d a [vp] 
5	 m [advp] 不宜/v 
10	 不过/c r g [vp] 
5	 c 不/d p t 
5	 [np] 不/d a c [advp] a 
5	 [np] [advp] r 不同/a 
12	 m t 不/d [vp] g 
12	 [advp] [vp] [qp] 不可多得/v u [np] 
32	 p r 不必/d [advp] [vp] 
5	 [np] 不知去向/v 
5	 r 不好意思/v u p [vp] 
5	 c [advp] 不/d [vp] c [np] 
11	 r 不/d u m t 
5	 s [np] 不/d [vp] x 
5	 不敢当/v y 
5	 s a a u 不/d a 
5	 r 不/d [vp] 不/d [vp] a 
5	 t [np] 不/d [pp] 
18	 [advp] 不/d p [vp] a 
22	 [vp] 不得已/a u [np] 
24	 [np] [advp] 不止/v [qp] 
459	 c 不管/c r a 
19	 [np] 不知/v u [vp] 
5	 [advp] 不/d z 
16	 [vp] p f 不久/m 
5	 r [advp] 不/d a [pp] 
5	 [vp] [advp] 不/d a [vp] 
10	 r [advp] 不至于/d r a 
5	 [vp] 不/d [vp] a a 
178	 r [advp] [vp] 不/d [vp] a u 
22	 [advp] 不外乎/v [np] 
466	 [np] c [advp] 不/d a y 
5	 r c 不/d [vp] z 
15	 r 不自量/a [np] 
5	 [vp] 不/d [vp] p a 
5	 [vp] [qp] 不/d p 
5	 不但/c [vp] g 
10	 r [qp] [advp] 不/d [advp] [vp] 
5	 不管/c [vp] b u 
5	 r a g 不/d [vp] 
20	 r [advp] 不能/v [np] 
5	 c t 不行/a y 
37	 r 不/d u [vp] y 
20	 [advp] 不/d [pp] [vp] a 
5	 r u r 不/d [vp] 
5	 不/d [pp] p [vp] 
34	 [np] [advp] [vp] 不同/a y 
11	 g 不/d [vp] 不/d r 
5	 [np] 不/d [np] m g 
5	 [np] 不/d [vp] p g 
5	 [qp] 不/d [vp] [qp] 
21	 r 不/d [vp] [qp] a u 
5	 不久/m u r 
5	 g 不如/v [np] 
5	 不大不小/l u [np] 
5	 [np] [vp] 不/d [vp] [pp] g 
5	 [advp] r [advp] 不/d [vp] [advp] [vp] 
5	 m g 不/d [vp] m g 
5	 [advp] [vp] 不/d g [vp] 
5	 r [advp] 不/d a g 
5	 p 不济/a 
12	 r 不/d [advp] p f [vp] 
5	 不由得/d [vp] a 
5	 r [pp] [vp] 不/d a 
5	 [vp] 不/d [vp] [advp] a [vp] 
5	 不/d [vp] m [advp] [vp] 
5	 不过/c [np] [vp] a u 
14	 不过/c [vp] a y 
5	 不/d [vp] t [vp] y 
5	 [vp] p p 不/d [vp] p 
11	 r 不/d p r f 
16	 r [advp] [vp] 不折不扣/v u [np] 
14	 r [advp] 不/d [vp] [advp] 不/d [vp] 
5	 不过/c [np] c [advp] [vp] 
5	 [advp] r [advp] 不/d [vp] [advp] a 
5	 r 不/d [vp] [qp] b u [np] 
45	 r 不/d [vp] [advp] [vp] g [vp] 
5	 [vp] p s [vp] 不/d [vp] 
5	 不禁/d [np] m [vp] 
18	 不知/v l u [np] 
5	 b a 不/d f [vp] 
5	 [np] [advp] 不悦/a 
5	 [np] 不/d [vp] 不/d [vp] y 
5	 p r 不必/d [vp] 
5	 p r [advp] [vp] 不/d [vp] y 
5	 [vp] [advp] 不耐烦/a 
19	 [advp] 不/d g [vp] a 
5	 c [vp] 不/d g [np] 
5	 [vp] 不顾一切/l 
5	 [advp] 不/d [vp] s [vp] y 
11	 [advp] 不知/v p [vp] [qp] r 
5	 [advp] 不/d [vp] g g u [np] 
5	 [np] 不由/d u [advp] [vp] 
56	 不许/d [advp] [vp] y 
5	 r 不/d p r m 
5	 [vp] [advp] 不/d [vp] 不/d [vp] 
5	 r [advp] [vp] c 不/d a 
5	 c [advp] 不再/d [vp] y 
5	 不等/v [np] [vp] 
34	 不许/d [np] [vp] g 
5	 不/d [vp] a g u [np] 
5	 [pp] [advp] 不/d a y 
5	 r p r [qp] [advp] 不/d [vp] 
5	 [vp] [advp] 不/d p y 
5	 r [advp] 不悦/a 
5	 s 不悦/a 
213	 r 不禁/d [advp] [vp] y 
82	 r 不要/d r a y 
5	 [advp] 不置可否/v 
24	 c r [advp] b [vp] 不可/v 
5	 m g 不/d f 
5	 r 不/d [vp] p r f 
5	 [vp] [advp] [vp] 不得/v 
5	 r 不/d [vp] [advp] [vp] [qp] 
5	 [advp] [vp] [qp] 不折不扣/v u [np] 
23	 r p r [advp] 不/d [vp] y 
5	 [vp] [qp] [advp] [vp] 不/d [vp] 
5	 [advp] 不可理喻/v 
5	 b b 不耐烦/a u [vp] 
10	 不要/d p r a 
29	 z [advp] 不/d [vp] y 
63	 r [advp] 不要脸/a y 
5	 [qp] [vp] 不得/v 
5	 m t [advp] 不/d [vp] y 
5	 a u r [advp] 不/d [vp] 
5	 r 不/d [vp] s [vp] y 
5	 [vp] g 不要/d [vp] 
365	 不/d 不/d 不/d 不/d 不/d 
5	 [np] [advp] r [advp] [vp] 不/d [vp] y 
5	 [vp] t 不耐烦/a 
5	 u [np] [advp] 不/d [vp] [advp] [vp] 
5	 不要/d [advp] a u 
5	 不知/v [vp] c [vp] 
52	 不然/c [vp] y 
5	 r g [advp] [vp] 不/d [vp] y 
5	 r [advp] [vp] [advp] 不安/a 
200	 c [np] 不见/v y 
5	 不见/v u r 
5	 [advp] 不/d [vp] 不行/a 
29	 r [advp] 不/d g g y 
59	 不如说/c [vp] a 
5	 r t [advp] 不/d p 
5	 不/d [vp] 置之不理/v 
23	 r t 不/d a y 
31	 r s 不/d [vp] a 
24	 [advp] [vp] 不/d p r 
5	 r 不/d [vp] c r p 
5	 r 不必/d [advp] [vp] y 
5	 c [advp] 不/d u m t 
5	 r [advp] 不错/a y 
5	 不过/c r [advp] p [vp] 
17	 r [qp] [advp] 不怕/v r 
5	 不胜/d g g 
5	 不禁/d s a 
584	 [np] [vp] 不错/a y 
20	 r 不/d [vp] [advp] [vp] a y y 
56	 不过/c r [advp] a y 
78	 [np] [vp] 不/d [vp] [advp] [vp] y 
35	 不过/c c r [advp] [vp] 
5	 r 不够/a 
5	 r [advp] 不/d [vp] p [vp] g 
5	 r [advp] 不解/v u [vp] 
12	 c [advp] r [advp] [vp] 不/d [vp] y 
5	 [vp] 不/d [vp] g y 
11	 [vp] [pp] 不/d p 
5	 a [advp] [vp] 不/d u 
5	 g [np] [advp] 不/d [vp] y 
5	 [np] 不/d [np] y 
5	 不/d [vp] p r f [vp] 
5	 [np] 不/d p r f 
10	 r 不/d [pp] [vp] y 
27	 r 不/d c [np] [vp] 
11	 r [advp] 不/d [vp] p [vp] a 
5	 r 不/d r y 
26	 c 不幸/n u [advp] 
1972	 c r 不/d [vp] p [vp] a 
5	 不/d [vp] s [advp] [vp] 
5	 [advp] p 不住/d u [vp] 
29	 r [advp] a 不/d a y 
22	 r [advp] [vp] p r 不/d a 
32	 r [advp] 不/d [vp] [advp] u [np] 
16	 r m g [advp] 不/d [vp] 
5	 s [vp] 不/d p [vp] 
5	 [np] [vp] 不/d g [vp] 
5	 r 不必/d r 
13	 p s [vp] [advp] 不/d a 
5	 [pp] [np] 不/d u r 
5	 不过/c [vp] a u 
5	 [vp] 不/d [vp] [advp] [vp] p r 
5	 c [advp] 不动声色/v 
35	 r 不/d [vp] t u [np] y 
5	 a f [vp] 不/d [vp] 
28	 [vp] p [vp] 不/d g 
5	 不准/v [pp] [vp] f 
11	 [vp] 不要/d p g f [vp] 
5	 [vp] 不至于/d [vp] 
30	 [advp] [vp] m t 不/d a 
5	 不可/v [vp] m 
5	 不/d [vp] b m u [np] [vp] s [np] [vp] [pp] u [np] 
5	 [vp] 不要/d p [vp] 
5	 不/d [advp] c [vp] 
5	 z 不明/v u [np] 
5	 不过/c t r [advp] [vp] 
23	 不过/c 不/d [vp] p r 
43	 r 不/d [vp] [advp] p f [vp] y 
114	 r 不利/a [advp] [vp] y 
5	 不过/c [vp] [advp] [np] 
5	 [vp] b 不耐烦/a u [vp] 
5	 b s 不/d [vp] 
Query >
